cir,ur,label
5,54,hell
24,50,hell
5,36,unstable
1,13,unstable
0,12,unstable
25,59,hell
12,39,hell
18,39,hell
18,37,hell
1,5,livable
23,54,hell
0,33,unstable
20,57,hell
13,6,unstable
26,50,hell
19,28,hell
23,22,hell
22,48,hell
22,30,hell
17,36,hell
10,18,unstable
5,12,unstable
1,56,hell
14,6,unstable
17,20,unstable
12,3,unstable
11,30,unstable
1,47,hell
14,8,unstable
13,20,unstable
9,24,unstable
15,19,unstable
8,20,unstable
8,27,unstable
25,16,unstable
29,18,hell
26,53,hell
30,17,hell
12,53,hell
20,40,hell
10,23,unstable
14,13,unstable
5,48,hell
10,23,unstable
1,17,unstable
21,52,hell
6,44,hell
16,30,hell
7,17,unstable
12,27,unstable
4,4,livable
27,60,hell
23,15,unstable
25,6,unstable
7,4,unstable
20,25,hell
29,30,hell
2,31,unstable
2,47,hell
15,8,unstable
28,50,hell
22,23,hell
29,7,unstable
11,24,unstable
30,25,hell
21,5,unstable
6,57,hell
15,58,hell
18,21,unstable
8,24,unstable
21,58,hell
16,56,hell
14,38,hell
0,42,unstable
20,60,hell
23,42,hell
10,51,hell
0,52,hell
6,31,unstable
10,9,unstable
30,40,hell
13,58,hell
9,13,unstable
0,47,hell
21,20,unstable
12,50,hell
23,31,hell
10,34,unstable
15,6,unstable
15,61,hell
22,54,hell
26,34,hell
28,49,hell
27,45,hell
4,39,unstable
2,38,unstable
21,8,unstable
21,9,unstable
9,20,unstable
11,34,hell
3,56,hell
7,50,hell
24,36,hell
27,16,unstable
17,36,hell
28,27,hell
19,27,hell
26,51,hell
1,59,hell
1,7,livable
24,31,hell
29,12,unstable
29,60,hell
18,7,unstable
14,60,hell
18,36,hell
2,17,unstable
29,19,hell
28,13,unstable
2,17,unstable
8,4,unstable
29,60,hell
25,34,hell
28,59,hell
30,46,hell
28,24,hell
26,20,hell
6,52,hell
12,41,hell
26,38,hell
20,20,unstable
29,58,hell
11,28,unstable
10,61,hell
20,50,hell
11,16,unstable
27,31,hell
24,22,hell
19,41,hell
14,25,unstable
13,7,unstable
17,58,hell
17,16,unstable
19,37,hell
0,53,hell
30,60,hell
1,12,unstable
11,30,unstable
5,7,unstable
22,27,hell
4,7,unstable
21,47,hell
30,48,hell
19,22,unstable
29,16,hell
16,6,unstable
1,58,hell
12,35,hell
6,26,unstable
8,27,unstable
13,38,hell
13,4,unstable
10,25,unstable
4,12,unstable
5,14,unstable
22,21,unstable
13,26,unstable
26,29,hell
6,53,hell
12,18,unstable
13,42,hell
3,14,unstable
9,19,unstable
11,25,unstable
9,7,unstable
2,9,unstable
12,5,unstable
26,57,hell
24,42,hell
5,24,unstable
18,8,unstable
26,52,hell
2,37,unstable
4,20,unstable
6,60,hell
17,18,unstable
25,49,hell
21,6,unstable
4,51,hell
6,24,unstable
10,38,hell
15,25,unstable
5,53,hell
8,21,unstable
19,6,unstable
26,31,hell
25,33,hell
4,23,unstable
16,34,hell
9,8,unstable
11,40,hell
30,60,hell
29,54,hell
6,7,unstable
7,34,unstable
26,5,unstable
1,22,unstable
26,53,hell
29,58,hell
15,58,hell
14,24,unstable
17,41,hell
28,25,hell
11,28,unstable
19,43,hell
6,37,unstable
11,55,hell
9,60,hell
27,26,hell
22,7,unstable
10,35,hell
20,18,unstable
18,33,hell
6,25,unstable
22,19,unstable
7,45,hell
22,38,hell
28,3,unstable
8,35,unstable
6,58,hell
19,4,unstable
10,30,unstable
5,11,unstable
7,27,unstable
28,13,unstable
16,51,hell
26,50,hell
19,47,hell
15,4,unstable
25,44,hell
8,37,hell
5,30,unstable
5,23,unstable
2,24,unstable
4,23,unstable
10,45,hell
0,19,unstable
8,4,unstable
13,42,hell
29,61,hell
24,40,hell
18,11,unstable
5,20,unstable
3,21,unstable
7,27,unstable
12,59,hell
25,47,hell
6,39,hell
19,46,hell
8,12,unstable
28,24,hell
2,36,unstable
1,55,hell
20,49,hell
22,44,hell
7,16,unstable
17,43,hell
10,37,hell
24,61,hell
24,25,hell
18,15,unstable
26,7,unstable
0,38,unstable
5,31,unstable
0,51,hell
26,8,unstable
5,15,unstable
6,46,hell
7,51,hell
21,14,unstable
2,50,hell
18,53,hell
23,57,hell
6,54,hell
14,25,unstable
0,38,unstable
2,25,unstable
24,35,hell
16,51,hell
17,61,hell
30,19,hell
19,13,unstable
13,42,hell
24,57,hell
11,19,unstable
17,11,unstable
0,8,livable
3,60,hell
11,41,hell
30,45,hell
26,8,unstable
8,16,unstable
8,18,unstable
29,12,unstable
3,54,hell
20,38,hell
2,6,livable
11,22,unstable
12,22,unstable
12,38,hell
3,48,hell
2,40,unstable
25,32,hell
11,41,hell
17,19,unstable
20,21,unstable
2,28,unstable
8,21,unstable
10,3,unstable
8,52,hell
25,52,hell
19,47,hell
4,32,unstable
15,9,unstable
15,59,hell
29,14,unstable
19,48,hell
28,32,hell
7,60,hell
8,26,unstable
21,48,hell
16,17,unstable
24,9,unstable
10,25,unstable
25,28,hell
24,56,hell
5,4,livable
24,15,unstable
11,23,unstable
5,59,hell
11,37,hell
24,23,hell
28,13,unstable
4,29,unstable
22,8,unstable
24,39,hell
8,20,unstable
26,9,unstable
0,16,unstable
10,52,hell
21,48,hell
25,6,unstable
21,46,hell
11,11,unstable
21,60,hell
19,43,hell
12,46,hell
11,35,hell
0,47,hell
26,50,hell
21,21,unstable
20,9,unstable
27,4,unstable
12,51,hell
9,46,hell
24,26,hell
16,20,unstable
6,58,hell
8,60,hell
26,3,unstable
24,28,hell
19,26,hell
9,36,hell
15,28,unstable
24,16,unstable
3,51,hell
16,54,hell
30,57,hell
28,53,hell
26,35,hell
15,29,unstable
19,20,unstable
25,54,hell
22,28,hell
16,26,unstable
1,26,unstable
0,26,unstable
17,39,hell
19,58,hell
24,39,hell
22,35,hell
23,19,unstable
20,24,unstable
8,32,unstable
9,39,hell
22,5,unstable
20,15,unstable
27,31,hell
22,28,hell
26,40,hell
7,30,unstable
21,34,hell
3,22,unstable
12,52,hell
28,52,hell
24,32,hell
28,35,hell
4,29,unstable
14,29,unstable
18,30,hell
11,14,unstable
16,61,hell
3,53,hell
12,30,unstable
16,14,unstable
16,23,unstable
16,27,unstable
0,53,hell
17,16,unstable
8,56,hell
30,43,hell
23,19,unstable
12,26,unstable
30,9,unstable
6,49,hell
27,4,unstable
14,33,hell
10,57,hell
30,10,unstable
15,8,unstable
2,34,unstable
20,45,hell
19,6,unstable
7,44,hell
28,13,unstable
17,30,hell
16,23,unstable
5,52,hell
6,22,unstable
5,36,unstable
7,53,hell
26,28,hell
6,18,unstable
3,47,hell
14,43,hell
24,20,unstable
28,9,unstable
5,7,unstable
2,41,unstable
18,29,hell
24,11,unstable
28,29,hell
12,28,unstable
2,23,unstable
8,46,hell
5,11,unstable
14,42,hell
18,23,unstable
2,17,unstable
2,22,unstable
22,43,hell
28,18,hell
26,17,unstable
25,57,hell
6,8,unstable
9,43,hell
4,50,hell
29,12,unstable
5,51,hell
22,43,hell
28,57,hell
22,31,hell
20,19,unstable
8,18,unstable
22,35,hell
11,24,unstable
22,39,hell
17,24,unstable
9,49,hell
15,47,hell
3,12,unstable
19,61,hell
8,36,unstable
13,25,unstable
0,18,unstable
2,21,unstable
28,53,hell
25,48,hell
16,9,unstable
15,57,hell
4,27,unstable
24,5,unstable
24,47,hell
10,56,hell
4,31,unstable
1,22,unstable
27,55,hell
14,51,hell
12,42,hell
18,48,hell
19,16,unstable
0,46,hell
28,27,hell
30,32,hell
11,48,hell
0,24,unstable
14,42,hell
5,58,hell
20,20,unstable
23,46,hell
22,45,hell
10,42,hell
19,13,unstable
6,38,unstable
24,4,unstable
26,9,unstable
26,14,unstable
15,7,unstable
28,60,hell
20,39,hell
21,9,unstable
10,8,unstable
23,37,hell
9,56,hell
27,17,unstable
7,47,hell
29,57,hell
16,4,unstable
28,43,hell
4,7,unstable
14,13,unstable
30,29,hell
17,13,unstable
25,13,unstable
24,11,unstable
16,14,unstable
23,17,unstable
8,8,unstable
12,23,unstable
7,41,hell
8,43,hell
24,45,hell
11,46,hell
23,41,hell
27,32,hell
17,54,hell
5,18,unstable
17,6,unstable
23,38,hell
30,9,unstable
10,50,hell
16,26,unstable
7,46,hell
14,5,unstable
4,26,unstable
2,55,hell
29,31,hell
21,44,hell
17,28,hell
23,22,hell
16,6,unstable
0,59,hell
26,5,unstable
4,17,unstable
2,31,unstable
12,30,unstable
2,44,hell
10,51,hell
25,36,hell
4,45,hell
22,11,unstable
29,32,hell
0,40,unstable
7,51,hell
15,51,hell
29,8,unstable
15,23,unstable
10,28,unstable
27,35,hell
22,8,unstable
19,33,hell
30,54,hell
27,9,unstable
5,50,hell
17,56,hell
5,12,unstable
6,32,unstable
9,8,unstable
10,31,unstable
25,26,hell
8,31,unstable
12,32,unstable
14,25,unstable
7,60,hell
1,46,hell
17,49,hell
24,24,hell
23,42,hell
25,40,hell
8,18,unstable
26,32,hell
18,14,unstable
24,49,hell
29,38,hell
16,35,hell
14,10,unstable
4,43,hell
20,19,unstable
11,12,unstable
19,38,hell
9,41,hell
21,8,unstable
12,13,unstable
5,41,hell
3,43,hell
30,53,hell
29,55,hell
6,22,unstable
14,43,hell
24,30,hell
17,16,unstable
19,5,unstable
29,12,unstable
29,46,hell
1,57,hell
25,40,hell
15,50,hell
21,58,hell
18,15,unstable
28,3,unstable
27,60,hell
26,24,hell
10,14,unstable
22,50,hell
4,55,hell
7,14,unstable
28,26,hell
10,20,unstable
24,30,hell
21,11,unstable
17,31,hell
18,46,hell
28,49,hell
4,6,unstable
19,32,hell
29,50,hell
10,52,hell
6,3,livable
27,26,hell
25,36,hell
2,60,hell
15,27,unstable
26,40,hell
22,5,unstable
4,35,unstable
4,4,livable
25,37,hell
13,20,unstable
26,22,hell
18,53,hell
25,20,hell
10,9,unstable
28,22,hell
15,57,hell
16,19,unstable
22,45,hell
21,56,hell
26,13,unstable
14,59,hell
19,4,unstable
19,14,unstable
19,61,hell
6,29,unstable
21,40,hell
7,15,unstable
0,51,hell
12,18,unstable
19,28,hell
21,6,unstable
27,34,hell
17,4,unstable
11,53,hell
17,5,unstable
9,38,hell
2,51,hell
8,27,unstable
22,46,hell
20,40,hell
4,46,hell
28,36,hell
23,24,hell
2,6,livable
10,3,unstable
29,46,hell
28,12,unstable
22,43,hell
10,16,unstable
6,20,unstable
20,26,hell
16,51,hell
28,36,hell
1,7,livable
19,35,hell
2,10,unstable
17,10,unstable
6,18,unstable
20,9,unstable
20,44,hell
14,56,hell
26,17,unstable
23,30,hell
19,35,hell
22,21,unstable
12,61,hell
18,29,hell
20,12,unstable
6,25,unstable
27,41,hell
26,18,unstable
4,23,unstable
26,3,unstable
15,46,hell
7,48,hell
1,28,unstable
14,11,unstable
14,47,hell
6,22,unstable
21,48,hell
24,6,unstable
13,29,unstable
25,36,hell
5,27,unstable
0,4,livable
28,37,hell
21,32,hell
23,42,hell
14,18,unstable
28,42,hell
17,49,hell
4,20,unstable
20,5,unstable
29,61,hell
10,35,hell
29,32,hell
29,48,hell
17,44,hell
11,60,hell
11,54,hell
5,31,unstable
30,37,hell
7,39,hell
28,31,hell
16,29,hell
30,13,unstable
5,35,unstable
7,58,hell
10,17,unstable
24,16,unstable
4,25,unstable
12,55,hell
8,26,unstable
12,61,hell
2,41,unstable
20,27,hell
3,10,unstable
26,6,unstable
15,4,unstable
9,26,unstable
26,58,hell
24,56,hell
24,27,hell
27,21,hell
11,52,hell
6,17,unstable
18,52,hell
21,3,unstable
6,55,hell
29,5,unstable
9,58,hell
14,13,unstable
24,23,hell
27,18,hell
26,20,hell
4,30,unstable
14,7,unstable
0,60,hell
28,30,hell
21,24,hell
14,16,unstable
18,20,unstable
10,39,hell
22,10,unstable
2,16,unstable
24,33,hell
28,23,hell
23,30,hell
1,8,livable
12,6,unstable
5,9,unstable
1,38,unstable
22,21,unstable
13,45,hell
17,39,hell
1,34,unstable
10,3,unstable
26,50,hell
30,18,hell
22,46,hell
21,30,hell
11,31,unstable
10,52,hell
0,5,livable
21,8,unstable
6,57,hell
23,56,hell
30,49,hell
27,31,hell
3,60,hell
22,35,hell
24,14,unstable
14,60,hell
15,23,unstable
28,25,hell
21,20,unstable
16,46,hell
16,43,hell
15,39,hell
5,38,unstable
13,11,unstable
4,52,hell
17,51,hell
16,9,unstable
7,20,unstable
12,25,unstable
12,55,hell
4,58,hell
8,30,unstable
29,59,hell
19,46,hell
18,59,hell
3,27,unstable
8,28,unstable
30,54,hell
11,41,hell
19,50,hell
7,14,unstable
24,33,hell
11,9,unstable
25,17,unstable
20,16,unstable
6,29,unstable
5,24,unstable
0,52,hell
12,61,hell
14,48,hell
24,59,hell
1,38,unstable
3,51,hell
4,27,unstable
6,22,unstable
20,32,hell
22,38,hell
9,23,unstable
30,34,hell
17,33,hell
13,47,hell
6,12,unstable
8,54,hell
9,38,hell
26,42,hell
8,3,unstable
26,9,unstable
7,7,unstable
10,59,hell
1,15,unstable
12,28,unstable
13,55,hell
16,47,hell
19,37,hell
17,53,hell
2,52,hell
26,61,hell
27,9,unstable
14,17,unstable
21,33,hell
2,54,hell
2,28,unstable
15,3,unstable
25,49,hell
5,16,unstable
7,21,unstable
25,53,hell
17,25,unstable
27,31,hell
5,33,unstable
18,4,unstable
13,12,unstable
14,26,unstable
5,49,hell
18,46,hell
8,13,unstable
12,28,unstable
7,4,unstable
20,45,hell
23,30,hell
8,43,hell
1,26,unstable
7,38,hell
3,13,unstable
3,45,hell
4,15,unstable
8,11,unstable
13,23,unstable
13,49,hell
8,61,hell
7,46,hell
5,5,unstable
21,37,hell
22,15,unstable
12,52,hell
24,16,unstable
13,49,hell
16,23,unstable
4,5,livable
7,14,unstable
26,22,hell
6,39,hell
16,44,hell
27,51,hell
0,20,unstable
28,16,unstable
18,15,unstable
21,15,unstable
12,35,hell
20,18,unstable
26,34,hell
12,12,unstable
21,8,unstable
9,8,unstable
18,5,unstable
11,37,hell
22,19,unstable
3,9,unstable
26,50,hell
23,51,hell
18,17,unstable
27,48,hell
29,27,hell
1,59,hell
20,36,hell
19,48,hell
30,14,unstable
4,57,hell
4,3,livable
10,28,unstable
4,4,livable
11,41,hell
24,40,hell
3,23,unstable
0,47,hell
1,56,hell
27,35,hell
3,37,unstable
30,43,hell
14,7,unstable
18,32,hell
17,27,unstable
9,47,hell
25,3,unstable
20,61,hell
30,47,hell
22,60,hell
25,40,hell
16,18,unstable
12,60,hell
24,10,unstable
4,41,hell
23,8,unstable
21,4,unstable
14,12,unstable
22,22,unstable
17,31,hell
3,40,unstable
6,38,unstable
15,48,hell
15,32,hell
1,9,unstable
16,29,hell
28,19,hell
27,15,unstable
25,33,hell
28,26,hell
29,5,unstable
2,7,livable
16,55,hell
28,13,unstable
20,19,unstable
16,39,hell
24,51,hell
21,12,unstable
12,23,unstable
0,18,unstable
12,16,unstable
1,27,unstable
23,18,unstable
1,13,unstable
17,41,hell
10,21,unstable
25,46,hell
28,38,hell
19,54,hell
30,12,unstable
3,20,unstable
1,42,unstable
2,4,livable
24,10,unstable
8,55,hell
4,59,hell
13,25,unstable
24,30,hell
7,3,unstable
20,25,hell
25,44,hell
23,35,hell
0,52,hell
15,31,hell
26,8,unstable
3,22,unstable
3,24,unstable
1,53,hell
19,21,unstable
7,58,hell
2,43,hell
22,8,unstable
2,8,unstable
8,10,unstable
5,32,unstable
22,49,hell
5,31,unstable
3,46,hell
29,11,unstable
18,52,hell
2,39,unstable
5,53,hell
23,52,hell
2,23,unstable
10,37,hell
27,5,unstable
19,8,unstable
23,56,hell
29,39,hell
24,61,hell
13,45,hell
25,37,hell
11,47,hell
25,20,hell
25,43,hell
8,25,unstable
12,33,hell
6,54,hell
15,61,hell
7,37,unstable
1,20,unstable
22,3,unstable
11,10,unstable
2,37,unstable
10,32,unstable
3,12,unstable
25,43,hell
30,29,hell
17,60,hell
17,60,hell
2,3,livable
12,11,unstable
16,41,hell
20,24,unstable
1,5,livable
22,45,hell
24,36,hell
20,20,unstable
5,21,unstable
5,55,hell
16,11,unstable
23,50,hell
7,27,unstable
24,53,hell
15,30,hell
27,46,hell
23,26,hell
3,26,unstable
7,31,unstable
23,36,hell
8,57,hell
18,47,hell
22,3,unstable
13,47,hell
24,50,hell
4,44,hell
0,36,unstable
5,26,unstable
5,34,unstable
12,30,unstable
24,58,hell
13,20,unstable
25,26,hell
13,53,hell
29,17,hell
30,6,unstable
12,6,unstable
25,60,hell
17,23,unstable
2,60,hell
11,51,hell
6,16,unstable
27,21,hell
29,30,hell
29,18,hell
8,43,hell
3,49,hell
12,50,hell
10,32,unstable
7,6,unstable
27,15,unstable
16,51,hell
19,55,hell
9,3,unstable
20,17,unstable
8,35,unstable
10,52,hell
5,51,hell
5,45,hell
4,5,livable
17,21,unstable
26,34,hell
5,35,unstable
27,3,unstable
0,12,unstable
12,53,hell
6,52,hell
6,23,unstable
3,27,unstable
25,42,hell
13,39,hell
5,40,hell
23,32,hell
26,18,unstable
23,42,hell
16,32,hell
28,43,hell
3,44,hell
6,33,unstable
18,11,unstable
17,16,unstable
29,9,unstable
19,46,hell
7,47,hell
4,47,hell
11,12,unstable
27,7,unstable
28,18,hell
5,24,unstable
23,49,hell
15,47,hell
27,41,hell
29,14,unstable
5,59,hell
2,46,hell
13,49,hell
9,54,hell
8,21,unstable
7,51,hell
11,52,hell
15,47,hell
25,45,hell
2,55,hell
5,45,hell
11,57,hell
21,29,hell
18,54,hell
18,60,hell
1,45,hell
21,23,unstable
23,26,hell
10,6,unstable
18,43,hell
1,35,unstable
16,26,unstable
18,36,hell
16,48,hell
18,50,hell
20,58,hell
14,55,hell
30,37,hell
19,51,hell
13,55,hell
4,22,unstable
4,36,unstable
3,51,hell
20,51,hell
12,27,unstable
19,59,hell
21,37,hell
15,40,hell
23,29,hell
1,50,hell
6,6,unstable
22,53,hell
18,13,unstable
0,39,unstable
11,46,hell
28,19,hell
6,39,hell
4,7,unstable
14,51,hell
16,50,hell
27,25,hell
13,52,hell
8,39,hell
8,29,unstable
3,19,unstable
10,30,unstable
3,30,unstable
17,42,hell
19,36,hell
17,34,hell
9,14,unstable
24,3,unstable
4,9,unstable
23,38,hell
7,39,hell
28,27,hell
26,3,unstable
15,5,unstable
23,22,hell
24,35,hell
24,57,hell
11,48,hell
7,46,hell
24,31,hell
21,57,hell
18,32,hell
16,16,unstable
21,22,unstable
18,8,unstable
12,5,unstable
29,4,unstable
15,7,unstable
5,49,hell
4,18,unstable
30,28,hell
16,47,hell
24,14,unstable
28,36,hell
17,45,hell
23,54,hell
4,44,hell
11,34,hell
30,52,hell
7,31,unstable
0,20,unstable
0,18,unstable
0,51,hell
11,39,hell
16,4,unstable
6,37,unstable
0,10,unstable
28,29,hell
26,49,hell
22,29,hell
24,59,hell
5,22,unstable
11,10,unstable
22,44,hell
10,7,unstable
8,4,unstable
7,58,hell
12,47,hell
6,54,hell
29,34,hell
5,29,unstable
5,46,hell
22,25,hell
19,59,hell
13,3,unstable
10,53,hell
30,58,hell
3,3,livable
6,59,hell
3,6,livable
2,53,hell
12,12,unstable
9,46,hell
1,13,unstable
6,30,unstable
11,16,unstable
2,4,livable
4,6,unstable
28,48,hell
5,19,unstable
9,35,unstable
11,58,hell
19,25,unstable
24,37,hell
3,17,unstable
24,45,hell
6,8,unstable
11,30,unstable
8,29,unstable
10,9,unstable
14,46,hell
10,37,hell
11,3,unstable
23,40,hell
3,21,unstable
8,42,hell
24,49,hell
8,14,unstable
14,41,hell
8,27,unstable
16,45,hell
9,36,hell
16,51,hell
5,5,unstable
29,27,hell
22,49,hell
2,26,unstable
29,42,hell
28,12,unstable
28,47,hell
11,14,unstable
10,42,hell
27,13,unstable
13,18,unstable
12,36,hell
4,9,unstable
15,4,unstable
16,12,unstable
30,49,hell
14,58,hell
18,50,hell
16,38,hell
26,40,hell
10,8,unstable
0,33,unstable
20,15,unstable
2,50,hell
17,8,unstable
21,53,hell
18,8,unstable
23,24,hell
11,49,hell
27,9,unstable
22,35,hell
22,25,hell
0,47,hell
28,11,unstable
20,52,hell
22,51,hell
26,20,hell
19,60,hell
19,55,hell
14,6,unstable
20,13,unstable
12,35,hell
25,5,unstable
6,24,unstable
30,19,hell
20,14,unstable
4,55,hell
4,16,unstable
11,10,unstable
9,58,hell
6,41,hell
22,21,unstable
4,8,unstable
26,18,unstable
20,17,unstable
18,55,hell
14,35,hell
4,55,hell
14,18,unstable
29,16,hell
5,3,livable
3,35,unstable
3,58,hell
13,4,unstable
24,17,unstable
5,29,unstable
24,30,hell
22,14,unstable
25,15,unstable
11,35,hell
8,56,hell
22,16,unstable
27,29,hell
1,27,unstable
13,51,hell
24,60,hell
3,53,hell
16,35,hell
0,38,unstable
8,43,hell
17,22,unstable
14,54,hell
21,15,unstable
20,47,hell
5,43,hell
6,57,hell
24,21,hell
13,34,hell
20,27,hell
3,59,hell
27,46,hell
27,33,hell
16,36,hell
11,53,hell
2,19,unstable
6,26,unstable
22,15,unstable
4,19,unstable
13,7,unstable
5,56,hell
22,24,hell
3,43,hell
25,31,hell
19,16,unstable
17,35,hell
30,54,hell
4,58,hell
13,18,unstable
29,34,hell
15,50,hell
7,31,unstable
26,39,hell
26,40,hell
13,22,unstable
29,54,hell
21,59,hell
15,21,unstable
0,24,unstable
30,30,hell
18,13,unstable
6,22,unstable
26,35,hell
0,49,hell
1,24,unstable
29,61,hell
21,15,unstable
17,46,hell
1,41,unstable
17,21,unstable
24,50,hell
11,26,unstable
0,6,livable
26,10,unstable
4,22,unstable
20,18,unstable
18,47,hell
23,11,unstable
14,28,unstable
11,55,hell
12,48,hell
7,28,unstable
21,51,hell
22,27,hell
4,34,unstable
8,24,unstable
1,30,unstable
9,9,unstable
8,37,hell
2,27,unstable
26,34,hell
1,4,livable
27,47,hell
30,30,hell
22,24,hell
20,12,unstable
10,51,hell
12,4,unstable
20,43,hell
11,59,hell
8,7,unstable
22,58,hell
21,11,unstable
26,3,unstable
10,35,hell
15,7,unstable
18,39,hell
25,20,hell
23,31,hell
19,21,unstable
6,46,hell
30,52,hell
7,7,unstable
25,26,hell
17,48,hell
29,30,hell
7,10,unstable
23,21,unstable
18,12,unstable
19,4,unstable
2,57,hell
0,37,unstable
16,47,hell
11,40,hell
6,26,unstable
25,23,hell
11,21,unstable
30,6,unstable
25,60,hell
26,33,hell
20,9,unstable
14,13,unstable
5,11,unstable
6,59,hell
16,59,hell
12,27,unstable
29,11,unstable
24,44,hell
15,25,unstable
4,53,hell
21,48,hell
21,57,hell
1,32,unstable
28,3,unstable
27,54,hell
12,38,hell
0,56,hell
2,53,hell
29,55,hell
21,47,hell
22,58,hell
2,58,hell
5,40,hell
18,50,hell
28,4,unstable
22,24,hell
14,5,unstable
19,43,hell
18,41,hell
25,43,hell
3,56,hell
13,32,hell
23,54,hell
29,30,hell
16,50,hell
10,32,unstable
24,20,unstable
15,31,hell
27,56,hell
22,61,hell
21,6,unstable
22,56,hell
2,15,unstable
6,21,unstable
21,8,unstable
11,14,unstable
24,61,hell
29,48,hell
2,40,unstable
30,59,hell
9,44,hell
8,48,hell
3,33,unstable
9,60,hell
29,22,hell
15,31,hell
30,36,hell
19,57,hell
30,54,hell
6,41,hell
19,15,unstable
8,20,unstable
17,31,hell
17,15,unstable
20,16,unstable
25,52,hell
15,58,hell
9,22,unstable
0,55,hell
22,31,hell
27,18,hell
27,27,hell
1,14,unstable
7,22,unstable
4,27,unstable
29,4,unstable
28,18,hell
5,18,unstable
27,7,unstable
5,24,unstable
9,60,hell
14,41,hell
11,57,hell
20,13,unstable
12,9,unstable
9,6,unstable
16,5,unstable
20,50,hell
0,34,unstable
8,54,hell
19,33,hell
5,22,unstable
3,44,hell
20,46,hell
19,33,hell
27,20,hell
1,16,unstable
0,16,unstable
7,22,unstable
8,37,hell
22,53,hell
25,40,hell
5,8,unstable
29,57,hell
24,13,unstable
11,45,hell
23,56,hell
10,43,hell
21,3,unstable
25,11,unstable
14,16,unstable
10,53,hell
30,9,unstable
16,25,unstable
13,37,hell
22,26,hell
17,11,unstable
1,31,unstable
17,20,unstable
17,7,unstable
18,60,hell
21,8,unstable
11,10,unstable
18,60,hell
19,6,unstable
21,8,unstable
18,53,hell
8,24,unstable
9,18,unstable
24,48,hell
24,30,hell
21,37,hell
14,19,unstable
22,22,unstable
16,33,hell
8,8,unstable
29,35,hell
25,33,hell
19,43,hell
27,17,unstable
6,58,hell
2,49,hell
13,37,hell
12,47,hell
22,40,hell
7,26,unstable
13,7,unstable
8,57,hell
30,47,hell
9,28,unstable
16,53,hell
9,54,hell
13,26,unstable
21,52,hell
16,55,hell
2,50,hell
19,59,hell
16,17,unstable
26,32,hell
24,5,unstable
30,18,hell
18,54,hell
1,15,unstable
22,39,hell
12,24,unstable
14,42,hell
12,25,unstable
18,55,hell
22,19,unstable
21,30,hell
9,22,unstable
8,8,unstable
21,18,unstable
16,40,hell
30,49,hell
14,37,hell
28,33,hell
9,39,hell
18,16,unstable
14,25,unstable
12,41,hell
29,18,hell
1,21,unstable
23,54,hell
12,8,unstable
28,18,hell
5,15,unstable
12,61,hell
26,35,hell
17,3,unstable
8,31,unstable
26,49,hell
12,35,hell
13,15,unstable
21,6,unstable
18,55,hell
27,54,hell
6,33,unstable
0,10,unstable
26,19,hell
7,45,hell
14,46,hell
16,21,unstable
1,3,livable
15,33,hell
21,55,hell
14,21,unstable
4,55,hell
18,41,hell
19,25,unstable
0,7,livable
24,58,hell
30,39,hell
17,32,hell
16,33,hell
24,24,hell
29,7,unstable
0,33,unstable
3,16,unstable
8,45,hell
7,10,unstable
5,41,hell
1,39,unstable
8,7,unstable
3,48,hell
26,19,hell
5,61,hell
10,25,unstable
9,16,unstable
11,61,hell
13,46,hell
9,5,unstable
20,29,hell
17,3,unstable
19,60,hell
0,46,hell
21,3,unstable
1,32,unstable
11,60,hell
23,19,unstable
6,13,unstable
0,43,unstable
24,33,hell
25,41,hell
20,46,hell
18,17,unstable
23,25,hell
26,56,hell
3,8,unstable
12,45,hell
20,30,hell
25,40,hell
12,51,hell
26,22,hell
9,61,hell
23,52,hell
22,32,hell
23,48,hell
21,18,unstable
15,37,hell
16,49,hell
22,25,hell
29,58,hell
1,35,unstable
17,12,unstable
24,57,hell
19,17,unstable
15,35,hell
0,52,hell
30,51,hell
3,49,hell
11,3,unstable
13,6,unstable
13,37,hell
20,5,unstable
21,59,hell
20,49,hell
29,7,unstable
24,17,unstable
1,19,unstable
18,56,hell
5,6,unstable
27,52,hell
24,46,hell
28,11,unstable
9,3,unstable
8,52,hell
6,45,hell
2,3,livable
1,38,unstable
0,37,unstable
18,8,unstable
5,8,unstable
16,24,unstable
5,22,unstable
4,29,unstable
8,43,hell
2,35,unstable
14,21,unstable
5,38,unstable
12,43,hell
6,25,unstable
14,11,unstable
15,20,unstable
22,53,hell
15,16,unstable
19,10,unstable
9,17,unstable
12,11,unstable
16,14,unstable
10,56,hell
8,48,hell
14,6,unstable
1,52,hell
18,48,hell
20,41,hell
13,31,unstable
26,26,hell
12,44,hell
14,13,unstable
11,25,unstable
15,18,unstable
16,56,hell
30,20,hell
19,26,hell
24,47,hell
16,26,unstable
12,53,hell
18,24,unstable
10,47,hell
0,8,livable
25,48,hell
19,4,unstable
26,45,hell
17,32,hell
19,50,hell
3,21,unstable
4,25,unstable
10,61,hell
7,38,hell
21,25,hell
0,35,unstable
28,42,hell
24,44,hell
19,25,unstable
3,34,unstable
3,33,unstable
24,53,hell
4,57,hell
6,21,unstable
25,44,hell
3,60,hell
28,50,hell
13,9,unstable
14,29,unstable
6,44,hell
6,60,hell
11,5,unstable
18,17,unstable
2,36,unstable
14,57,hell
26,25,hell
17,22,unstable
27,54,hell
7,18,unstable
10,39,hell
25,44,hell
10,22,unstable
18,24,unstable
